claim,evidence,label
Cannabis Boosts immunity against Novel Coronavirus,['The video in question talks about the health benefits of cannabis but does not mention COVID in this'],REFUTED
"Traditionally, the Speaker says: ‘Members of Congress, I have the high privilege and distinct honor of presenting to you the President of the United States.’ (Tonight) Speaker Pelosi said, ‘Members of Congress, the President of the United States.’","['in 2017 and 2018, Ryan said introduced trump with """"Members of Congress, I have the high privilege and the distinct honor of presenting to you the president of the United States.""']",SUPPORTED
"Over 130 legislators in the USA have endorsed legislation that would bankrupt our nation by providing free taxpayer-funded health care to millions of illegal aliens, forcing taxpayers to subsidize free care for anyone in the world who unlawfully crosses our borders.","['A study of Medicare for All from the libertarian-oriented Mercatus Center at George Mason University put the cost at more than $32 trillion over 10 years.', 'Federal law generally bars illegal immigrants from being covered by Medicaid.  But a little-known part of the state-federal health insurance program for the poor has long paid about $2 billion a year for emergency treatment for a group of patients who, according to hospitals, mostly comprise illegal immigrants.']",REFUTED
"NZ cricket captain said "" I request to NZ government please cancel KL Rahul's visa immediately.""",['It seems to be a meme account about cricket.'],REFUTED
Weapons seized from a West Bengal madrassa.,"[""There has been a stir after a large quantity of illegal arms and cartridges were recovered in Sherkot Madrasa in Bijnor, UP. Since then, the police and the country's internal intelligence agency Intelligence Bureau (IB) have started investigating.  \n\nPolice started investigation by taking 6 people into custody in this case and search is on for two suspects. But the question is now arising whether terror is being taught in madrassas of UP. A few days ago it was alleged that terror training is being given in madrassas of West Bengal and now an arms factory has been found in a madrasa here."", ""Six people were arrested after the police raided a madrassa in Uttar Pradesh's Bijnor district and recovered weapons.\n\nAccording to sources, the police had received a tip-off after which the raid was carried out at the Darul Quran Hamidia madarsa on Kandhla road in Sherkot area on Wednesday.""]",REFUTED
A Colorado school forces students to wear hijabs.,['The school lists its dress code on its official web site.'],REFUTED
Punjab province in Pakistan issued a warning against eating goat meat for 60 days following a coronavirus outbreak in the livestock.,"['The Punjab Food Authority posted a statement on its Facebook page on January 28, 2020 labelling the image which contained the warning about not eating goat meat due to coronavirus appearing in goats, as fake: “Beware. This post published in the name of Punjab Food Authority is fake.”']",REFUTED
"American Muslim woman, Dr. Debbie Almontaser, made history by reciting the Koran during the inauguration ceremony of US President Joe Biden.","['Dr. Debbie Almontaser did not recite the Koran at Joe Bidens inauguration ceremony but as shown on a Youtube channel ""Biden Inaugural Committee"" she did recite verses at a virtual inagauration prayer service, the National Prayer Service.']",REFUTED
U.S. President Joe Biden has lowered the age of consent.,"['The page that posted the claim states on its bio ""-Page is intended purely for entertainment purposes. Nothing is real. Take a joke.""']",REFUTED
"Comedian, Samuel Whitcomb Hyde is behind the spread of Coronavirus.","['There were no official reports found regarding Sam Hyde being connected to the spread of coronavirus. Articles such as the one below seem to conclude that such social media claims about this person are unverified and belong to what is the spread of disinformation online. -  The people that we study that use media to manipulate other people know that, and they know that there are times when information is critical, during—especially what we study during breaking news cycles, where we see a lot of what we call source hacking, which is hacking source material. It’s making shit up—(laughter)—so that in the moment they can piggyback their ideas or their political opinions into the story. So it doesn’t surprise my research lab every time we see a mass shooting that we see the misidentification of certain mass shooters that identify either this young internet comedian named Sam Hyde, or Antifa is a popular—a popular conspiracy theory, or crisis actors. And in these moments we know what to look for because we are a highly skilled research lab, but it doesn’t mean that anyone that’s popping onto Twitter that are looking at these keywords knows the difference between one of these posts that is targeted disinformation and one of these posts that is maybe what we call misinformation, is information that’s being circulated in the moment but we all know it’s unverified.']",REFUTED
American TV series 'The Simpsons' predicted the outbreak of Coronavirus.,"['The episode  refers to a fictional flu, called the ""Osaka flu,"" which according to the episode originated in a Japanese factory in the city of Osaka.']",REFUTED
"The Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.","[""A lab leak hasn't been ruled out but there is no evidence that any chinese official is confirming this""]",REFUTED
"The coronavirus recently discovered in China was lab created and patented in 2015 by the CDC, the leading US public health agency.","['Chinese authorities have made a preliminary determination of a novel (or new) coronavirus, identified in a hospitalized person with pneumonia in Wuhan.\nChinese authorities subsequently reported that laboratory tests ruled out SARS-CoV, MERS-CoV, influenza, avian influenza, adenovirus and other common respiratory pathogens.']",REFUTED
Biden Is The First President to Denounce White Supremacy in His Inaugural Address?,"['While other presidents have spoken about the relationship between race and equality in their inaugural addresses, only Biden has specifically used the words ""white supremacy"" in his speech.']",SUPPORTED
"Witnesses have been part of ""every other impeachment trial the US Senate has ever had.",['All the impeachment trails dating back to 1904 included witnesses.'],SUPPORTED
"For a cumulative 29 of 60 years of existence as a nation, Nigeria has been under military rule.",['Nigeria went through a second coup in 1983.'],SUPPORTED
There was a 40% drop in oil prices,['The impact of low oil prices has been compounded by shockwaves caused by the new coronavirus pandemic'],SUPPORTED
The NHS operate on the wrong part of someone’s body four times a day.,['Jeremy Hunt initially told the House of Commons that the NHS operates on the wrong part of a patient’s body four times a day. He later corrected it to four times a week. The article has been updated to reflect this.'],REFUTED
A casting call for crisis actors coincided with a pro-gun rally in Virginia on 16th January 2020.,"['Casting agent confirmed on his website that the project has no association to the pro-gun rally in Virginia.', ""The date for the following casting call appears to list a publishing date of '01.14.20' - Wayback machine captured many instances of this page on '17th January 2020':\nAmissville – Seeking actors for ongoing live roleplaying project – Current – Paid\n\n“Hostile Environment Awareness Training (HEAT)”\n\nLocation: Amissville, VA (near Warrenton/Culpeper)\n\nRate: $250/day ($200 plus $50 for travel). Additional travel/lodging not provided.\n\n\xa0\n\nDescription: HEAT courses are designed to prepare NGO staff for operating in challenging international environments through in-person simulations. Actors take on varying roles (terrorist, IED victim, hostage, rescue team) throughout each workshop. The work can be intense (both physically and mentally) but also very rewarding."", 'There are 83.84 miles from Richmond to Amissville in northwest direction and 105 miles (168.98 kilometers) by car, following the I-95 N route.\n\nRichmond and Amissville are 1 hour 49 mins far apart, if you drive non-stop .\n\nThis is the fastest route from Richmond, VA to Amissville, VA. The halfway point is Fredericksburg, VA.\n\nRichmond, VA and Amissville, VA are in the same time zone (EDT). Current time in both locations is 9:01 am.']",REFUTED
Senator Bernie Saunders told a Democratic presidential primary debate that the healthcare industry makes $100 billion a year.,['on a CNN/Des Moines Register debate'],SUPPORTED
"The remaining female candidates for the US presidency in January 2020, Elizabeth Warren and Amy Klobuchar, have won every election they have been in.","['2012 Elected to U.S. Senate, defeating Republican incumbent Scott Brown\n\n2018 Re-elected to U.S. Senate.', '1998 Elected Hennepin County Attorney\n\n2002 Re-elected Hennepin County Attorney\n\n2006 Elected to U.S. Senate (open seat)\n\n2012 Re-elected to U.S. Senate\n\n2018 Re-elected to U.S. Senate', 'Pete Buttigieg has one loss, Joe Biden has two losses, Sanders has seven losses and Tom Steyer has never run.']",SUPPORTED
Nigeria’s cancer cases are about 15% of all cases in West Africa.,['Using a calculator says that this is not 15%'],REFUTED
"President Gotabaya Rajapaksa has ordered an investigation into the whereabouts of state-owned goods, including a bus and “other priceless, high technological equipment”.","['on January 15 The press office of the former Sri Lankan President Maithripala Sirisena issued a statement denying claims of a missing bus, and that the equipment have been appropriately stored in a PMD storage.""']",REFUTED
Olive Garden Revoke 'Never Ending Pasta Pass' For Sean Hannity And Capitol Insurrectionists,"['The author of the tweet, Louie Manita, confirmed it was a joke and explained why he made it and deleted it.']",REFUTED
"Saudi's rent the entire 45th floor of Trump Tower, And pay him in cash.","['Trump sold the 45th floor of Trump World Tower to the Kingdom of Saudi Arabia for $4.5 million in June 2001, according to a city Finance Department spokeswoman.']",REFUTED
"Nancy Pelosi Said Trump Must Apologize To Iran ""Or Else"".","['The site that the claim was published on is a satirical site. \n\nOne clue can be seen in the title of the site, ""Taters Gonna Tate"".']",REFUTED
New York is trying to pass a bill that would place non mask wearers and unvaccinated people in concentration camps for forced vaccination.,"['The first version was introduced', 'The bill has lay dormant ,The bill has no co-sponsors and has never once been heard by committee despite being introduced in the 2015-16, 2017-18, 2019-20 sessions, and the current session']",REFUTED
"Iihan Omar tweeted ""There is no way to overstate how ASHAMED I am to be called an 'American'. We need every world leader to rise up and demand that someone stops Trump from starting a catastrophic war with Iran."" THE TIME FOR VIOLENCE IS NOW! #NoWarWithIran","['The claim tweet appears to have been created by modifying the text in a real tweet, which reads as ; There is no way to overstate how dangerous this is. \n\nWe need every voice to rise up and demand that Congress stop Trump from starting a catastrophic war with Iran.']",REFUTED
The U.S. Supreme Court ruled that Americans do not need a licence to drive automobiles on public roads,['No record exists of this.'],REFUTED
Trump rushed in reinforcements.,['President Trump declared on Twitter that the Embassy is “safe” and that U.S. personnel had rushed to the scene.'],SUPPORTED
Hot temperatures in a car can cause hand sanitiser to catch fire without a spark.,"['Even in extreme heats of almost 50 degrees, cars can possibly reach around 90c. Recorded dashboard temperatures during regular summer heat around 40c is around 70c.']",REFUTED
California is refusing to cooperate with the “Federal Election Integrity Program.”,"['Executive Order 13799 of May 11, 2017\n\nEstablishment of Presidential Advisory Commission on Election Integrity']",REFUTED
An irrational House Speaker Nancy Pelosi was handcuffed by federal agents as they raided her office.,"['No, the article who stated this news clearly has ""House Salad Satire with Ranch Dressing"" as one of its clues that the story is satire and not true.']",REFUTED
"There is a phone scam in which ""these guys only ring once and hang up,"" and if you call back, they can copy your contact list in three seconds as well as your bank or credit details.","['This post includes inaccurate information about different types of scams. The top portion references the one-ring call scam, which you can find more about here. The purpose of the scam is to get consumers to unknowingly call back international phone numbers and incur charges from international rates or other connection fees.\n\nThis section ""they can copy your contact list in 3sec and if you have a bank or credit details on your phone, they can copy that too"" is false and does not apply to this type of scam.']",REFUTED
"Hong Kong uses AI technology using facial recognition to identify protesters if they so much as do anything on the street, so they can follow up with them and detain them later.","['Facial recognition is a key part of China’s drive to become a world leader in AI technology by 2030,']",SUPPORTED
50 Journalists who were in Mangaluru to cover anti-Citizenship Amendment Act protests were fake journalists that had come from Kerala and have been arrested.,['Journalists were arrested according to the Mangaluru police.'],REFUTED
Hong Kong has banned protesters from wearing face masks.,['Hong Kong mask ban lifted: court refuses government request to suspend earlier ruling that it was unconstitutional\n\nBut judges warn their decision ‘is not and should not be regarded as an encouragement for any person to cover their face’'],REFUTED
"Before he was mayor, Pete Buttigieg ran statewide in Indiana and lost by 20 points.",['Pete Buttigieg did lose the state treasurer in Indiana in 2010.'],SUPPORTED
Heavy Artillery in Donbas comes from sympathetic governments and not Russia.,"['While it is impossible to give exact figures on how much\nequipment has been provided to separatists by the Russian\ngovernment, it is clear that a wide variety of vehicles and\narms—used almost exclusively by the Russian military—are\nin use in eastern Ukraine. Moreover, thousands of trained\nRussian military forces have been operating and using Russian military equipment.41 Not only are these pieces of military equipment transferred from Russia to Ukraine, they are\nalso used by Russians,', 'In total, we gathered evidence of almost 300 Russian military vehicles around the Ukranian towns of Ilovaisk and Luhansk.']",REFUTED
"RBI said you can exchange ₹2000 notes only up to the amount of ₹50,000","['communication put forward by the RBI is published on the official website of the Central Bank, where no such notification is present.']",REFUTED
"The Reserve Bank of India said from 1st January 2020, they are going to implement new ₹1000 note",['There is no announcement in their press releases.'],REFUTED
Koalas are functionally extinct because bushfires have continued to destroy their habitat,"['Following the initial declaration of ""functional extinction"" in May, Christine Adams-Hosking, a conservationist at the University of Queensland, penned an article for The Conversation outlining the fate of the koala in Australia. In it, Adams-Hosking made it clear the functional extinction tag had likely been applied with a little too much haste.']",REFUTED
"A TMZ news alert claimed 4 people died and 12 were injured after singer Melissa Jefferson aka Lizzo, performed a stage dive at a New York concert in 2019.",['Fake image.'],REFUTED
"During Michael Bloomberg's mayoral tenure of New York City between 2005 and 2013, the city's carbon footprint was reduced twice as much as the rest of the US.","['Other places in the United States also performed better than New York City - John Reilly, co-director of the Joint Program on the Science and Policy of Global Change at Massachusetts Institute of Technology']",SUPPORTED
Congress leader Rahul Gandhi said 'women should be raped'.,"['Rahul Gandhi was  taking a swipe at the government over rising crimes against women, had said, ""Narendra Modi had said \'Make in India\' but nowadays wherever you look, it is \'Rape in India\'.""']",REFUTED
Thai politician Thanathorn Juanroongruangkit faked his military service documents.,['yes'],REFUTED
Telangana Police started a service for women safety with a helpline number ‘9969777888’ for tracking the vehicle in which they are travelling through GPRS.,"[""2017 - Since its inception, the number hasn't received a good response from women users. In nine months, only 1,266 texts were received by women, which dropped to 389. Now, seeing that its Twitter handle was getting a better response, they have shut the helpline."", ""#FakeNews Circulating on #SocialMedia Regarding #Telangana Police Introduced a New Mobile Tracking Number (9969777888) While Travelling in Cabs & Autos it is  is Fake News Don't Circulate it.""]",REFUTED
Donald Trump got $130 billion increase  from Nato.,['The increased funding was underway long before Trump was in office.'],REFUTED
A study showed one in four people have had a package stolen from their residence in the U.S.,['2019 PACKAGE THEFT REPORT'],SUPPORTED
Northern Ireland remains the only UK jurisdiction without funded childcare provision.,['Some families can get free childcare for children from age 2 for 15 hours per week over 38 weeks per year.'],REFUTED
Former Ukraine President Poroshenko actively worked on behalf of US Secretary Hillary Clinton.,"['He was president from 7 June 2014 to 20 May 2019', 'Hillary Clinton and Ukrainian President Petro Poroshenko met shortly before the 2016 election']",SUPPORTED
"As of December 2019 the Narendra Modi govt had enacted a new law on self-defence, to combat crimes against women in India.",['The only ocde that exists are the sections 96 to 106 of the Indian Penal Code. These state the right of an individual for self-defence. However there is nothing specific about women protecting against crimes'],REFUTED
Zip ties on windshield wipers linked to human trafficking,"['The police department has received a report of windshield wipers being zip tied.', 'There has been no reported kidnappings, or attempted abductions in relation to zip tied windshield wipers.']",REFUTED
US governments speaker of the  House Nancy Pelosi Spent $106K of tax payer Money on a party With Hollywood Elitists,"[""It's from a satire site.""]",REFUTED
"As mayor, Cory Booker, US Democratic presidential candidate and US New Jersey Senator,  passed criminal justice reform in a US Republican Senate.","['U.S. Sen. Cory Booker (D-NJ), a member of the Senate Judiciary Committee, issued the following statement after the Senate passed the First Step Act, a landmark bill to reform the criminal justice system.\n\n“Our country’s criminal justice system is broken – and it has been broken for decades. You cannot deny justice to any American without it affecting all Americans. That’s why the passage of the First Step Act tonight is so meaningful – it begins to right past wrongs that continue to deny justice to millions of Americans.\n\n“This bill is a step forward for our criminal justice system. By no means can it be the only step – it must be the beginning of a long effort to restore justice to our justice system.\n\n“But for the first time in a long time, with the passage of this bill into law, our country will make a meaningful break from the decades of failed policies that led to mass incarceration, which has cost taxpayers billions of dollars, drained our economy, compromised public safety, hurt our children, and disproportionately harmed communities of color while devaluing the very idea of justice in America.”\n\nBooker is an original cosponsor of the First Step Act passed tonight, and was instrumental in pushing for the inclusion of key sentencing reform provisions in the bipartisan bill.']",SUPPORTED
"A screenshot shows a tweet from UK Labour leader Jeremy Corbyn saying the London Bridge attacker was ""murdered by British Police”.",['The screenshot of the tweet supposedly made by Jeremy Corbyn is confirmed as a fake.'],REFUTED
Democratic presidential candidate and New Jersey Sen. Cory Booker was a Rhodes scholar.,"['New Jersey Senator and former Newark Mayor Cory Booker is a graduate of Stanford University and Yale Law School, and attended the University of Oxford on a Rhodes scholarship.']",SUPPORTED
Adam Schiff used tax dollars to settle sexual harassment lawsuit witha 19 year old man.,['There are no House Ethics Committee reports about sexual misconduct from Adam Schiff'],REFUTED
Xavier Becerra the California Attorney General says California will receive thirteen extra seats in congress by including ten million illegal aliens in the 2020 census.,"['You must be a U.S citizen to vote in an election.', 'Legal immigrants are foreign-born people legally admitted to the U.S. Undocumented immigrants, also called illegal aliens, are foreign-born people who do not possess a valid visa or other immigration documentation', 'He refered to The Trump Administration’s Public Charge rule having a profound impact on California’s 10 million immigrants.']",REFUTED
Putin publicly approved Wagner’s activities numerous times.,"['Mercenaries are illegal under Russian law, but that doesn’t stop them from being a central element of the Kremlin’s geopolitical adventurism, whether in Ukraine or, even more clearly, Syria. The tale of Wagner, a St Petersburg outfit at the heart of the fighting in Syria, says much about the privatisation of statecraft and the mobilisation of private enterprise in modern Russia.', 'Back in 2011, Putin himself suggested that “these kind of companies are a way of implementing national interests without the direct involvement of the state']",SUPPORTED
CNN admitted the Entire Russian Collusion Theory Was A Hoax,"['The article states:\n“It must have been very painful for the folks at CNN to write the report below, but it sure looks like the entire Russian collusion thing was a hoax perpetrated by rogue elements of the FBI, as CNN reports:\n\n""A former FBI lawyer is under criminal investigation after allegedly altering a document related to 2016 surveillance of a Trump campaign adviser, several people briefed on the matter told CNN.\n\nThe possibility of a substantive change to an investigative document is likely to fuel accusations from President Donald Trump and his allies that the FBI committed wrongdoing in its investigation of connections between Russian election meddling and the Trump campaign.””', 'There is no mention of the Russian collusion theory being a hoax, the article states:\n“American intelligence agencies and the Justice Department have not swayed from their finding that Russia interfered in the 2016 election by hacking the Democrats and spreading pro-Trump propaganda online. And even former top Trump campaign officials have corroborated special counsel Robert Mueller’s finding that the Trump campaign planned some of its strategy around the Russian hacks, and had multiple contacts with Kremlin-linked individuals in 2016”.']",REFUTED
Ron Kind is the only member of Congress that voted for inquiries into Bill Clinton and Donald Trump,"['He voted Aye.', 'He voted Yes.', 'Ron Kind is the only one who appears on both lists as voting in favour.']",SUPPORTED
Dwayne Johnson 'The Rock' Johnson dies at 47,['Death was a hoax.'],REFUTED
Political Scientist Alexey Martynov said ‘Transnistria is an Independent State.’,['Confirmed in video.'],SUPPORTED
"Every UK taxpayer  will have an additional bill of £2,400 per year under a Labour  Government.",['Labour had not yet released their election manifesto at the time of this claim. It was due to be released 21/11/19'],REFUTED
South African public utility Eskom generates approximately 45% of the electricity used in Africa,"['208,319 / (700,000 / 100) = 29.76%']",REFUTED
Sri Lanka's Election Commissions announced a three-day social media ban around the country November 16 2019 election.,"['Election Commission Chairman Mahinda Deshapriya yesterday ruled out any plans to block social media websites during the last leg of the election period.\n\nHe told Daily Mirror that there was no need for such drastic moves though there was speculation about social media platforms such as Facebook may be blocked.\n\nEarlier, Facebook announced that it had a mechanism to remove fake and malicious content which might mislead voters or discourage them from voting.', 'The Commission Chairman’s comments in Sinhala when translated to English say:\n\n“I saw it was posted that the Elections Commissioner decided like this, that I said to prepare VPN… I replied and said they are absolute lies. There is no such thing. But I request of them, to not drag us into that place.”']",REFUTED
Every month 17.5 million social grants are provided to South Africans.,"[""At least 17.5 million grants are provided to South Africans every month. If the monthly figures are rounded down or simplified to one monthly amount then '17.5 million' is a fair account, in order to summarise this expenditure."", ""At least 17.5 million grants are provided to South Africans every month. If the monthly figures are rounded down or simplified to one monthly amount then '17.5 million' is a fair account, in order to summarise this monthly expenditure as one figure.""]",SUPPORTED
"If Donald Trump is successful in dismantling the Affordable Care Act, there is no guarantee for people who have pre-existing conditions.","['The Trump administration on Monday said the entire Affordable Care Act should be struck down, in a dramatic reversal.', 'When running for president, Donald Trump vowed to repeal the health care law. Individual provisions are broadly popular, even across partisan lines.']",SUPPORTED
The UK will send Trump £500 million a week in a trade deal that will fund US drug firms instead of NHS.,"['A trade deal would not have the power to stop the NHS being a free, universal service', 'Donald Trump told a press conference in London that the NHS could form part of a future trade deal between the UK and the United States']",REFUTED
"Indian social activist Mahatma Gandhi once said, “First they ignore you, then they laugh at you, then they fight you, then you win.”","['Yet, while Gandhi is highly quotable, the Daily Caller News Foundation found no evidence that the quote originated with him. A search of the Gandhi Heritage Portal’s archive, which contains 100 volumes of original documents related to Gandhi, turned up no results.']",REFUTED
"Over 200,000 NHS nurses have resigned since 2010.","['In June 2018, there were around 2,700 more nurses and health visitors (full-time equivalent) working for the NHS than in June 2010 (a 1% increase).', 'Over the eight years Labour looked at, just under 97,000 of the 200,000 nurses and health visitors had ‘voluntary resignation’ recorded as a reason for leaving—the single most common reason for leaving.\n\nIn the year to June 2011, 50% of nursing staff who had a reason for leaving recorded, voluntarily resigned. By the year ending June 2018, this had increased to 63%.\n\nIn total, around a third of voluntary resignations between June 2010 and 2018 did not have a specific reason for them recorded. Around a quarter were listed as being due to relocation and around one in five cited ‘work life balance’. Just under one in ten resigned for reasons relating to promotion.']",REFUTED
This is the first health-care plan in the U.S. proposed by anyone in this presidential primary that lays out the full cost and how to pay for it.,['Letter from the 2008 Barack Obama campaign about the Health Care Plan is less detailed.'],SUPPORTED
The World Health Organization is still pushing this [MMR vaccine] depopulation agenda throughout Africa,"[""WHO Regional Director for Africa. “This new vaccination campaign aims to protect children''""]",REFUTED
"More than 500 scientists and professionals in climate and related fields have sent a ""European Climate Declaration"" to the Secretary-General of the United Nations.","['“Peter Champness, Radiologist, Australia”; “Patrick Mellett, architect and CEO”; and “Fintan Ryan, Retired Senior Airline Captain” (to say nothing of the dozens and dozens of fossil fuel employees)']",REFUTED
"Texas, US school district mandate teaches kids how to have anal sex.","['Only in that 5th graders would be told how to identify body parts including the anus.', '5th graders would only be told how to identify body parts which includes the anus in the educational program.']",REFUTED
A majority of UK voters say violence against MPs is “worth it” to get their way in Brexit.,"['The majority of Remain voters across all three countries thought that violence towards MPs was a ‘price worth paying’ to Remain', 'the survey only gave respondents three simplistic answers to choose from:\n\n- “I want this to happen regardless of Brexit”\n- “I see it as a risk but it’s worth it”;\nand \n- “[leaving/remaining in the EU] is not worth the risk of this happening”.']",REFUTED
"Actress Shaina Magdayao, Died at the Age of 30 Because of Hypothyroid Disease","['Actress Shaina Magdayao broke her social media hiatus after false news about her passing went gone viral online by posting \n“Im baaaccckkk! Or should I say, I’m A L I I I I VE,”\non her Instagram account.', 'Shaina Magdayao confirmed on her Instagram account on the 25th of October 2019 that she was very much alive. She said,\xa0\n\n“Im baaaccckkk! Or should I say, I’m A L I I I I VE and oh so ready for SCORP SEASON and my 30th!!!”']",REFUTED
In 2008 the US Congress gave Wall Street trillions of dollars of zero interest loans.,"['Interest rates were very low, but not at zero.']",REFUTED
"Late US advice columnist Ann Landers was the originator of the quote: ""At age 20, we worry about what others think of us. At age 40, we don’t care what they think. At age 60, we discover that they have not been thinking of us at all.""","['There is no mention of it amongst her quotes.', 'She did say ""Many who write are panic-stricken at the thought of leaving their 20s behind. More are terrified at the prospect of the Big 40. … For many, the fortieth birthday is a traumatic experience.""']",REFUTED
"You need a toll receipt during any medical emergency, flat tyre, or in need of fuel, where you can call the phone number given on the other side of the toll receipt for assistance.",['You get 24/7 Unique Toll Free Helpline “1033”  for road users on National Highways.'],REFUTED
Eric Trump claims that the Trumps' no longer profit from foreign deals,"['Donald Trump Jr. said this,']",REFUTED
Americans prefer giving people under 65 an option to join Medicare as opposed to requiring them to give up their current coverage.,['But most of the recent polls have a wide variation in how questions are worded.'],SUPPORTED
"A twitter account @Polytikle changed their account name to Abhikit Banerjee in an attempt to parody the real Abhikit Banerjee, Nobel Prize Winner.","[""The Twitter account with the user handle (@Polytikle) changed it's account display name to Abhijt Banerjee and started impersonating the economist from it's previous display name 'Not That Swaraj'.\n\nThe handle name (@Polytikle) remained the same which helps confirm both are the same account. The account had over 6500 followers at the time of writing this story. Additionally, the account changed its profile picture to Abhijit Banerjee's image used in The Noble Prize's tweet and replaced the word 'Parody' in it's profile to 'Economist'."", 'according to twitter rule, it is possible for a user to change the user name and display name of a twitter account']",SUPPORTED
There are only eight neuropsychiatric hospitals in Nigeria.,['There are many state-run facilities and hospitals which offer psychiatric services.'],REFUTED
Nigeria ranks fifth in the world in the frequency of suicide.,"['It issued that the previous version of their article misstated that Nigeria ranks ""fifth"" in the world in the frequency of suicide (it ranks 15th).']",REFUTED
Nigeria has Africa's highest rate of depression.,['Cape Verde - 3.1%\nLesotho - 3.1%\nBotswana - 3.1%\nEthiopia - 3.3%\nSouth Africa - 3.4%'],REFUTED
Congressional benefits include retirement package.,['Members of Congress — save for the few elected prior to 1984 — belong to a pension program known as the Federal Employees’ Retirement System.'],SUPPORTED
Nigeria has Africa's highest rate of depression.,"[""Cape Verde's population has the highest percentage suffering from depression (4.9%), followed by  Lesotho (4.8%), Botswana (4.7%), and Ethiopia (4.7%).""]",REFUTED
"Joe Biden wants to abolish the ""stepped up basis"" that currently reduces inheritance taxes.","['Joe Biden wants to eliminate the stepped-up basis loophole, a type of break on inheritance taxes.']",SUPPORTED
CNN reported Philip Andrei Gancia Became a Porn Star,"['No it was posted on the WorldGreyNews website but with a fake CNN logo.', 'No there is a small link at the bottom of the page that reads ""Main article is FAKE. Create your own fake news""']",REFUTED
"Reserve Bank of India (RBI) will introduce a new ₹1000 banknote post January 1, 2020",['No such notification found.'],REFUTED
The Trump family was disallowed from operating any charity in the State of New York because they stole from a kids cancer charity.,"['ttorney General Barbara D. Underwood today (14/06/2018) announced a lawsuit against the Donald J. Trump Foundation, and its directors, Donald J. Trump (“Mr. Trump”), Donald J. Trump, Jr., Ivanka Trump, and Eric Trump.']",REFUTED
US food standards allow for maggots in orange juice.,['1 or more maggots per 250 ml'],SUPPORTED
"Thomas Jefferson said, “The government will one day be corrupt and filled with liars, and the people will flock to the one that tells the truth.""",['it does not appear anywhere.'],REFUTED
Donald Trump says his impeachment is a coup.,['The impeachment provisions of the Constitution were derived from English practice.'],REFUTED
During his telephone call with Ukrainian President Zelensky on 25th July 2019 Donald Trump said the United States had been good to Ukraine.,['The document is the record asked for in the question.'],SUPPORTED
"Hunter Biden, son of then Vice President Joe Biden  had a payoff of $1.5 billion from China, after accompanying his father, on a 2013 diplomatic trip to Beijing.",['Hunter Biden went along because his daughter had been invited and needed a chaperone.'],REFUTED
Hunter Biden made millions of dollars from a deal made in China. The deal put $1.5 billion into a fund after one quick meeting in China which he flew into on Air Force Two.,"['“To date, Mr. Biden has not received any return or compensation on account of this investment or his position on the board of directors,” Meseris said in a statement Wednesday. “The characterization of Mr. Biden as owning a $1.5 billion private equity firm funded by the Chinese, or suggesting that Mr. Biden has earned millions of dollars from the firm is a gross misrepresentation of Mr. Biden’s role with BHR.”']",REFUTED
Banks in India will be closed from September 26 to October 2 2019.,['They are not listed on the West Bengal 2019 calendar'],REFUTED
"About universal basic income, Thomas Paine was for it at our founding ... Martin Luther King, champion in the ‘60s, called it a guaranteed minimum income for all Americans… It passed the U.S. House of Representatives twice in 1971","['“I am now convinced that the simplest solution to poverty is to abolish it directly by a new widely discussed measure: the guaranteed income,” he wrote in his 1967 book, Where Do We Go From Here: Chaos or Community?']",SUPPORTED
AN 11-YEAR-OLD GIRL KILL TWO ILLEGAL IMMIGRANTS DURING AN ATTEMPTED HOME INVASION,"['There was no Ralphel Resindez, there was no Enrico Garza, and despite her elevation to heroine status with some gun rights groups, there was no little girl name Patricia who bravely defended her home with her father\'s shotgun.\n\n""This never happened,"" Butte-Silver Bow County Sheriff John Walsh told the Montana Standard, a few years back.\n\n""It\'s amazing how these things get around,"" he said.']",REFUTED
Your reaction to an optical illusion is an indication of your state of mind.,"['Announcement: A website ""Test online the level of stress a person can handle using stress pictures: are they animated, moving?"" abuses three of my illusion works as well as claims an unscientific idea. To my knowledge, stress has nothing to do with visual illusion. <April 25, 2011>']",REFUTED
Indian banks are to be closed continuously from 26th September 2019 to 30th September 2019.,"['All India Bank Officer’s Confederation (AIBOC), All India Bank Officer’s Association (AIBOA), Indian National Bank Officer’s Congress (INBOC) and National Organisation of Bank Officers (NOBO) gave  a strike call from the midnight of 25th September to midnight of 27th September 2019.']",REFUTED
"In the U.S fifty million people a year lose their private insurance when they quit a job, are made unemployed or employers change insurance policies.","['There is no link.', '43 states']",REFUTED
The Conservatives are levelling up per pupil funding in schools in the UK.,['New funding delivers on pledge to level up per pupil funding across the country and includes £780 million for children with special educational needs.'],SUPPORTED
VA hospitals were removing Bibles and banning Christmas carols under Obama administration,"['Bibles are available to anyone who wants one.', ""It wasn't banned, they are permitted under certain conditions.""]",REFUTED
"Lewis Carroll once wrote, “You know what the issue is with this world? Everyone wants a magical solution to their problems, and everyone refuses to believe in magic.”","['The quote is from the ABC television series ""Once Upon A Time"" in episode 17 where the character Jefferson states, ""And storybooks are based on what, imagination? Where does that come from? It has to come from somewhere. (Scoffs) You know what the issue is with this world? Everyone wants some magical solution to their problem, and everyone refuses to believe in magic. (Gestures with his gun) Now get it to work.""']",REFUTED
