claim,evidence,label
Zip ties on windshield wipers linked to human trafficking,"[""The police department has received a report of windshield wipers being zip tied."", ""There has been no reported kidnappings, or attempted abductions in relation to zip tied windshield wipers.""]",REFUTED
US governments speaker of the  House Nancy Pelosi Spent $106K of tax payer Money on a party With Hollywood Elitists,"[""It's from a satire site.""]",REFUTED
"As mayor, Cory Booker, US Democratic presidential candidate and US New Jersey Senator,  passed criminal justice reform in a US Republican Senate.","[""U.S. Sen. Cory Booker (D-NJ), a member of the Senate Judiciary Committee, issued the following statement after the Senate passed the First Step Act, a landmark bill to reform the criminal justice system.\n\n\u201cOur country\u2019s criminal justice system is broken \u2013 and it has been broken for decades. You cannot deny justice to any American without it affecting all Americans. That\u2019s why the passage of the First Step Act tonight is so meaningful \u2013 it begins to right past wrongs that continue to deny justice to millions of Americans.\n\n\u201cThis bill is a step forward for our criminal justice system. By no means can it be the only step \u2013 it must be the beginning of a long effort to restore justice to our justice system.\n\n\u201cBut for the first time in a long time, with the passage of this bill into law, our country will make a meaningful break from the decades of failed policies that led to mass incarceration, which has cost taxpayers billions of dollars, drained our economy, compromised public safety, hurt our children, and disproportionately harmed communities of color while devaluing the very idea of justice in America.\u201d\n\nBooker is an original cosponsor of the First Step Act passed tonight, and was instrumental in pushing for the inclusion of key sentencing reform provisions in the bipartisan bill.""]",SUPPORTED
"A screenshot shows a tweet from UK Labour leader Jeremy Corbyn saying the London Bridge attacker was ""murdered by British Police”.","[""The screenshot of the tweet supposedly made by Jeremy Corbyn is confirmed as a fake.""]",REFUTED
Democratic presidential candidate and New Jersey Sen. Cory Booker was a Rhodes scholar.,"[""New Jersey Senator and former Newark Mayor Cory Booker is a graduate of Stanford University and Yale Law School, and attended the University of Oxford on a Rhodes scholarship.""]",SUPPORTED
Adam Schiff used tax dollars to settle sexual harassment lawsuit witha 19 year old man.,"[""There are no House Ethics Committee reports about sexual misconduct from Adam Schiff""]",REFUTED
Xavier Becerra the California Attorney General says California will receive thirteen extra seats in congress by including ten million illegal aliens in the 2020 census.,"[""You must be a U.S citizen to vote in an election."", ""Legal immigrants are foreign-born people legally admitted to the U.S. Undocumented immigrants, also called illegal aliens, are foreign-born people who do not possess a valid visa or other immigration documentation"", ""He refered to The Trump Administration\u2019s Public Charge rule having a profound impact on California\u2019s 10 million immigrants.""]",REFUTED
Putin publicly approved Wagner’s activities numerous times.,"[""Mercenaries are illegal under Russian law, but that doesn\u2019t stop them from being a central element of the Kremlin\u2019s geopolitical adventurism, whether in Ukraine or, even more clearly, Syria. The tale of Wagner, a St Petersburg outfit at the heart of the fighting in Syria, says much about the privatisation of statecraft and the mobilisation of private enterprise in modern Russia."", ""Back in 2011, Putin himself suggested that \u201cthese kind of companies are a way of implementing national interests without the direct involvement of the state""]",SUPPORTED
CNN admitted the Entire Russian Collusion Theory Was A Hoax,"[""The article states:\n\u201cIt must have been very painful for the folks at CNN to write the report below, but it sure looks like the entire Russian collusion thing was a hoax perpetrated by rogue elements of the FBI, as CNN reports:\n\n\""A former FBI lawyer is under criminal investigation after allegedly altering a document related to 2016 surveillance of a Trump campaign adviser, several people briefed on the matter told CNN.\n\nThe possibility of a substantive change to an investigative document is likely to fuel accusations from President Donald Trump and his allies that the FBI committed wrongdoing in its investigation of connections between Russian election meddling and the Trump campaign.\u201d\u201d"", ""There is no mention of the Russian collusion theory being a hoax, the article states:\n\u201cAmerican intelligence agencies and the Justice Department have not swayed from their finding that Russia interfered in the 2016 election by hacking the Democrats and spreading pro-Trump propaganda online. And even former top Trump campaign officials have corroborated special counsel Robert Mueller\u2019s finding that the Trump campaign planned some of its strategy around the Russian hacks, and had multiple contacts with Kremlin-linked individuals in 2016\u201d.""]",REFUTED
"Sen. Elizabeth Warren said  that her children “went to public schools,” not private ones","[""Only her son, who attended a tony private school"", ""Her daughter grew up attending nine 'public' schools between kindergarten and 12th grade""]",NOT ENOUGH INFO
Ron Kind is the only member of Congress that voted for inquiries into Bill Clinton and Donald Trump,"[""He voted Aye."", ""He voted Yes."", ""Ron Kind is the only one who appears on both lists as voting in favour.""]",SUPPORTED
Dwayne Johnson 'The Rock' Johnson dies at 47,"[""Death was a hoax.""]",REFUTED
Political Scientist Alexey Martynov said ‘Transnistria is an Independent State.’,"[""Confirmed in video.""]",SUPPORTED
"Every UK taxpayer  will have an additional bill of £2,400 per year under a Labour  Government.","[""Labour had not yet released their election manifesto at the time of this claim. It was due to be released 21/11/19""]",REFUTED
South African public utility Eskom generates approximately 45% of the electricity used in Africa,"[""208,319 / (700,000 / 100) = 29.76%""]",REFUTED
Sri Lanka's Election Commissions announced a three-day social media ban around the country November 16 2019 election.,"[""Election Commission Chairman Mahinda Deshapriya yesterday ruled out any plans to block social media websites during the last leg of the election period.\n\nHe told Daily Mirror that there was no need for such drastic moves though there was speculation about social media platforms such as Facebook may be blocked.\n\nEarlier, Facebook announced that it had a mechanism to remove fake and malicious content which might mislead voters or discourage them from voting."", ""The Commission Chairman\u2019s comments in Sinhala when translated to English say:\n\n\u201cI saw it was posted that the Elections Commissioner decided like this, that I said to prepare VPN\u2026 I replied and said they are absolute lies. There is no such thing. But I request of them, to not drag us into that place.\u201d""]",REFUTED
Burn pits - open air waste incineration sites — are behind the purported increase in brain cancer in veterans.,"[""The Vietnam veterans have higher prevalence at 0.04%"", ""The site burnpits360.org shows they support thousands of victims of invisible war wounds.""]",NOT ENOUGH INFO
Every month 17.5 million social grants are provided to South Africans.,"[""At least 17.5 million grants are provided to South Africans every month. If the monthly figures are rounded down or simplified to one monthly amount then '17.5 million' is a fair account, in order to summarise this expenditure."", ""At least 17.5 million grants are provided to South Africans every month. If the monthly figures are rounded down or simplified to one monthly amount then '17.5 million' is a fair account, in order to summarise this monthly expenditure as one figure.""]",SUPPORTED
"If Donald Trump is successful in dismantling the Affordable Care Act, there is no guarantee for people who have pre-existing conditions.","[""The Trump administration on Monday said the entire Affordable Care Act should be struck down, in a dramatic reversal."", ""When running for president, Donald Trump vowed to repeal the health care law. Individual provisions are broadly popular, even across partisan lines.""]",SUPPORTED
The UK will send Trump £500 million a week in a trade deal that will fund US drug firms instead of NHS.,"[""A trade deal would not have the power to stop the NHS being a free, universal service"", ""Donald Trump told a press conference in London that the NHS could form part of a future trade deal between the UK and the United States""]",REFUTED
"U.S. aid dollars sent to Ukraine under Biden’s supervision went toward Burisma, where Biden’s son Hunter was a board member.","[""Ukrainian officials say the inquiry into alleged improprieties at Burisma has never been completely closed.\n\n\u201cThe Burisma case is still there; it\u2019s up and down,\u201d a senior Ukrainian official said, speaking on condition of anonymity to discuss sensitive matters. \u201cBut the Burisma case and a Hunter Biden case are totally different things, and the latter simply does not exist.\u201d""]",NOT ENOUGH INFO
"Indian social activist Mahatma Gandhi once said, “First they ignore you, then they laugh at you, then they fight you, then you win.”","[""Yet, while Gandhi is highly quotable, the Daily Caller News Foundation found no evidence that the quote originated with him. A search of the Gandhi Heritage Portal\u2019s archive, which contains 100 volumes of original documents related to Gandhi, turned up no results.""]",REFUTED
"Over 200,000 NHS nurses have resigned since 2010.","[""In June 2018, there were around 2,700 more nurses and health visitors (full-time equivalent) working for the NHS than in June 2010 (a 1% increase)."", ""Over the eight years Labour looked at, just under 97,000 of the 200,000 nurses and health visitors had \u2018voluntary resignation\u2019 recorded as a reason for leaving\u2014the single most common reason for leaving.\n\nIn the year to June 2011, 50% of nursing staff who had a reason for leaving recorded, voluntarily resigned. By the year ending June 2018, this had increased to 63%.\n\nIn total, around a third of voluntary resignations between June 2010 and 2018 did not have a specific reason for them recorded. Around a quarter were listed as being due to relocation and around one in five cited \u2018work life balance\u2019. Just under one in ten resigned for reasons relating to promotion.""]",REFUTED
This is the first health-care plan in the U.S. proposed by anyone in this presidential primary that lays out the full cost and how to pay for it.,"[""Letter from the 2008 Barack Obama campaign about the Health Care Plan is less detailed.""]",SUPPORTED
The World Health Organization is still pushing this [MMR vaccine] depopulation agenda throughout Africa,"[""WHO Regional Director for Africa. \u201cThis new vaccination campaign aims to protect children''""]",REFUTED
"More than 500 scientists and professionals in climate and related fields have sent a ""European Climate Declaration"" to the Secretary-General of the United Nations.","[""\u201cPeter Champness, Radiologist, Australia\u201d; \u201cPatrick Mellett, architect and CEO\u201d; and \u201cFintan Ryan, Retired Senior Airline Captain\u201d (to say nothing of the dozens and dozens of fossil fuel employees)""]",REFUTED
"Texas, US school district mandate teaches kids how to have anal sex.","[""Only in that 5th graders would be told how to identify body parts including the anus."", ""5th graders would only be told how to identify body parts which includes the anus in the educational program.""]",REFUTED
Indira Gandhi offered nuclear technology to Pakistan.,"[""In a report to India's parliament she explained that India is willing to share her nuclear technology with Pakistan in the same way she is willing to share it with other countries,"", ""She stated in a parlementry report that India is willing to share her nuclear technology with Pakistan""]",NOT ENOUGH INFO
A majority of UK voters say violence against MPs is “worth it” to get their way in Brexit.,"[""The majority of Remain voters across all three countries thought that violence towards MPs was a \u2018price worth paying\u2019 to Remain"", ""the survey only gave respondents three simplistic answers to choose from:\n\n- \u201cI want this to happen regardless of Brexit\u201d\n- \u201cI see it as a risk but it\u2019s worth it\u201d;\nand \n- \u201c[leaving/remaining in the EU] is not worth the risk of this happening\u201d.""]",REFUTED
"Actress Shaina Magdayao, Died at the Age of 30 Because of Hypothyroid Disease","[""Actress Shaina Magdayao broke her social media hiatus after false news about her passing went gone viral online by posting \n\u201cIm baaaccckkk! Or should I say, I\u2019m A L I I I I VE,\u201d\non her Instagram account."", ""Shaina Magdayao confirmed on her Instagram account on the 25th of October 2019 that she was very much alive. She said,\u00a0\n\n\u201cIm baaaccckkk! Or should I say, I\u2019m A L I I I I VE and oh so ready for SCORP SEASON and my 30th!!!\u201d""]",REFUTED
In 2008 the US Congress gave Wall Street trillions of dollars of zero interest loans.,"[""Interest rates were very low, but not at zero.""]",REFUTED
"Late US advice columnist Ann Landers was the originator of the quote: ""At age 20, we worry about what others think of us. At age 40, we don’t care what they think. At age 60, we discover that they have not been thinking of us at all.""","[""There is no mention of it amongst her quotes."", ""She did say \""Many who write are panic-stricken at the thought of leaving their 20s behind. More are terrified at the prospect of the Big 40. \u2026 For many, the fortieth birthday is a traumatic experience.\""""]",REFUTED
"You need a toll receipt during any medical emergency, flat tyre, or in need of fuel, where you can call the phone number given on the other side of the toll receipt for assistance.","[""You get 24/7 Unique Toll Free Helpline \u201c1033\u201d  for road users on National Highways.""]",REFUTED
"Flu shots contain Hydrocortisone which may cause bone weakness adrenal fatigue, weight gain and diabetes.","[""Two flu vaccines may contain traces/residue of hydrocortisone during the manufacturing process."", ""Long-term use of hydrocortisone tablets may cause diabetes problems, weight gain, adrenal issues, bone weakness, and other negative effects.""]",NOT ENOUGH INFO
Eric Trump claims that the Trumps' no longer profit from foreign deals,"[""Donald Trump Jr. said this,""]",REFUTED
"Flu shots contain polysorbate 80, which has been linked to ovarian damage and infertility. It could induce liver failure.","[""Fluad""]",NOT ENOUGH INFO
Americans prefer giving people under 65 an option to join Medicare as opposed to requiring them to give up their current coverage.,"[""But most of the recent polls have a wide variation in how questions are worded.""]",SUPPORTED
"A twitter account @Polytikle changed their account name to Abhikit Banerjee in an attempt to parody the real Abhikit Banerjee, Nobel Prize Winner.","[""The Twitter account with the user handle (@Polytikle) changed it's account display name to Abhijt Banerjee and started impersonating the economist from it's previous display name 'Not That Swaraj'.\n\nThe handle name (@Polytikle) remained the same which helps confirm both are the same account. The account had over 6500 followers at the time of writing this story. Additionally, the account changed its profile picture to Abhijit Banerjee's image used in The Noble Prize's tweet and replaced the word 'Parody' in it's profile to 'Economist'."", ""according to twitter rule, it is possible for a user to change the user name and display name of a twitter account""]",SUPPORTED
"Tamil Nadu (1776), Andhra Pradesh (1437) and Kerala (1205) had the highest farm-labourer suicides for the 2014-16 period.","[""At that time data for 2016 hasn't been released""]",NOT ENOUGH INFO
One in four Nigerians are suffering from some sort of mental illness.,"[""It found one in eight Nigerians in a sample of 6,667 people (over the age of 18) had mental illness in their lifetime in 2004.""]",NOT ENOUGH INFO
There are only eight neuropsychiatric hospitals in Nigeria.,"[""There are many state-run facilities and hospitals which offer psychiatric services.""]",REFUTED
Nigeria ranks fifth in the world in the frequency of suicide.,"[""It issued that the previous version of their article misstated that Nigeria ranks \""fifth\"" in the world in the frequency of suicide (it ranks 15th).""]",REFUTED
Nigeria has Africa's highest rate of depression.,"[""Cape Verde - 3.1%\nLesotho - 3.1%\nBotswana - 3.1%\nEthiopia - 3.3%\nSouth Africa - 3.4%""]",REFUTED
Congressional benefits include retirement package.,"[""Members of Congress \u2014 save for the few elected prior to 1984 \u2014 belong to a pension program known as the Federal Employees\u2019 Retirement System.""]",SUPPORTED
Nigeria has Africa's highest rate of depression.,"[""Cape Verde's population has the highest percentage suffering from depression (4.9%), followed by  Lesotho (4.8%), Botswana (4.7%), and Ethiopia (4.7%).""]",REFUTED
"Joe Biden wants to abolish the ""stepped up basis"" that currently reduces inheritance taxes.","[""Joe Biden wants to eliminate the stepped-up basis loophole, a type of break on inheritance taxes.""]",SUPPORTED
CNN reported Philip Andrei Gancia Became a Porn Star,"[""No it was posted on the WorldGreyNews website but with a fake CNN logo."", ""No there is a small link at the bottom of the page that reads \""Main article is FAKE. Create your own fake news\""""]",REFUTED
"Reserve Bank of India (RBI) will introduce a new ₹1000 banknote post January 1, 2020","[""No such notification found.""]",REFUTED
The Trump family was disallowed from operating any charity in the State of New York because they stole from a kids cancer charity.,"[""ttorney General Barbara D. Underwood today (14/06/2018) announced a lawsuit against the Donald J. Trump Foundation, and its directors, Donald J. Trump (\u201cMr. Trump\u201d), Donald J. Trump, Jr., Ivanka Trump, and Eric Trump.""]",REFUTED
US food standards allow for maggots in orange juice.,"[""1 or more maggots per 250 ml""]",SUPPORTED
"Thomas Jefferson said, “The government will one day be corrupt and filled with liars, and the people will flock to the one that tells the truth.""","[""it does not appear anywhere.""]",REFUTED
1 in 6 in the US get food poisoning each year but only 1 in 66 in the UK.,"[""It\u2019s difficult to estimate the number of people who get food poisoning a year. It\u2019s not always possible to prove someone got ill because of something they\u2019d eaten, and they may not always go to a doctor or seek medical advice. As a result the estimates are broad.""]",NOT ENOUGH INFO
Donald Trump says his impeachment is a coup.,"[""The impeachment provisions of the Constitution were derived from English practice.""]",REFUTED
The most serious violent and sexual offenders receive automatic early release from prison halfway through their sentence.,"[""These sentences were introduced to provide extra protection to the public in certain types of cases where the court has found that the offender is dangerous and an extended licence period is required to protect the public from risk of harm. The judge decides how long the offender should stay in prison and also fixes the extended licence period up to a maximum of eight years. The offender will either be entitled to automatic release at the two thirds point of the custodial sentence or be entitled to apply for parole at that point.""]",NOT ENOUGH INFO
During his telephone call with Ukrainian President Zelensky on 25th July 2019 Donald Trump said the United States had been good to Ukraine.,"[""The document is the record asked for in the question.""]",SUPPORTED
"Hunter Biden, son of then Vice President Joe Biden  had a payoff of $1.5 billion from China, after accompanying his father, on a 2013 diplomatic trip to Beijing.","[""Hunter Biden went along because his daughter had been invited and needed a chaperone.""]",REFUTED
Hunter Biden made millions of dollars from a deal made in China. The deal put $1.5 billion into a fund after one quick meeting in China which he flew into on Air Force Two.,"[""\u201cTo date, Mr. Biden has not received any return or compensation on account of this investment or his position on the board of directors,\u201d Meseris said in a statement Wednesday. \u201cThe characterization of Mr. Biden as owning a $1.5 billion private equity firm funded by the Chinese, or suggesting that Mr. Biden has earned millions of dollars from the firm is a gross misrepresentation of Mr. Biden\u2019s role with BHR.\u201d""]",REFUTED
Banks in India will be closed from September 26 to October 2 2019.,"[""They are not listed on the West Bengal 2019 calendar""]",REFUTED
"About universal basic income, Thomas Paine was for it at our founding ... Martin Luther King, champion in the ‘60s, called it a guaranteed minimum income for all Americans… It passed the U.S. House of Representatives twice in 1971","[""\u201cI am now convinced that the simplest solution to poverty is to abolish it directly by a new widely discussed measure: the guaranteed income,\u201d he wrote in his 1967 book, Where Do We Go From Here: Chaos or Community?""]",SUPPORTED
AN 11-YEAR-OLD GIRL KILL TWO ILLEGAL IMMIGRANTS DURING AN ATTEMPTED HOME INVASION,"[""There was no Ralphel Resindez, there was no Enrico Garza, and despite her elevation to heroine status with some gun rights groups, there was no little girl name Patricia who bravely defended her home with her father's shotgun.\n\n\""This never happened,\"" Butte-Silver Bow County Sheriff John Walsh told the Montana Standard, a few years back.\n\n\""It's amazing how these things get around,\"" he said.""]",REFUTED
Your reaction to an optical illusion is an indication of your state of mind.,"[""Announcement: A website \""Test online the level of stress a person can handle using stress pictures: are they animated, moving?\"" abuses three of my illusion works as well as claims an unscientific idea. To my knowledge, stress has nothing to do with visual illusion. <April 25, 2011>""]",REFUTED
Indian banks are to be closed continuously from 26th September 2019 to 30th September 2019.,"[""All India Bank Officer\u2019s Confederation (AIBOC), All India Bank Officer\u2019s Association (AIBOA), Indian National Bank Officer\u2019s Congress (INBOC) and National Organisation of Bank Officers (NOBO) gave  a strike call from the midnight of 25th September to midnight of 27th September 2019.""]",REFUTED
The Obama-Biden Administration did not conduct workplace raids,"[""But Government data on worksite enforcement operations shows that the number of individuals arrested on immigration law violation charges declined after Obama took office.""]",NOT ENOUGH INFO
"In the U.S fifty million people a year lose their private insurance when they quit a job, are made unemployed or employers change insurance policies.","[""There is no link."", ""43 states""]",REFUTED
The Conservatives are levelling up per pupil funding in schools in the UK.,"[""New funding delivers on pledge to level up per pupil funding across the country and includes \u00a3780 million for children with special educational needs.""]",SUPPORTED
"The chairman of Okitipupa LG, Omo’ba Abayomi Adesanya has (commissioned) purchased (4) brand new tyre of maxxix brand for the refurbished Toyota Hummer bus that has been abandoned for 7 years","[""It was in the Cable news site"", ""The Facebook post has been removed.""]",NOT ENOUGH INFO
VA hospitals were removing Bibles and banning Christmas carols under Obama administration,"[""Bibles are available to anyone who wants one."", ""It wasn't banned, they are permitted under certain conditions.""]",REFUTED
"Lewis Carroll once wrote, “You know what the issue is with this world? Everyone wants a magical solution to their problems, and everyone refuses to believe in magic.”","[""The quote is from the ABC television series \""Once Upon A Time\"" in episode 17 where the character Jefferson states, \""And storybooks are based on what, imagination? Where does that come from? It has to come from somewhere. (Scoffs) You know what the issue is with this world? Everyone wants some magical solution to their problem, and everyone refuses to believe in magic. (Gestures with his gun) Now get it to work.\""""]",REFUTED
"US Representative Alexandria Ocasio-Cortez tweeted, ""I see people are rushing out to fill up their cars for this hurricane at the gas station. This wouldn’t be an issue if they had electric cars. If the power is out for a week how are they going to get gas? We need to start planning ahead and moving forward.""","[""No results found through an advanced search on Twitter for the words \u201cI see people are rushing out to fill up their cars for this hurricane at the gas station. This wouldn\u2019t be an issue if they had electric cars.\u201d from  Alexandria Ocasio-Cortez."", ""Politwoops tracks deleted tweets by public officials, including people currently in office and candidates for office."", ""The tweet was not found in a search on Politwoops through Alexandria Ocasio-Cortez\u2019s deleted tweets of August and September 2019 (around the time the claim was made).""]",REFUTED
"Donald Trump threatened economic sanctions over recent xenophobic violence in South Africa with a posted tweet stating “This barbaric attacks by South African is very disappointing, its time we put South Africa under strong economic sanctions, first it was the minority White people now its African. Either Cyril get his people in line or we pull out all our investments and they learn.”","[""Not made by trumps account according to its archives.""]",REFUTED
"The last time people created a Hollywood blacklist, people ended up killing themselves. They were accused, and they lost their right to work.","[""Bartley Crum committed suicide in 1959.""]",SUPPORTED
"Author Theodor Seuss Geisel once said, “Be who you are and say what you feel, because those who mind don’t matter and those who matter don’t mind.”","[""Bernard Baruch"", ""\""Age is an issue of mind over matter. If you don't mind, it doesn't matter.\""\nMark Twain (1835-1910) American author and humorist""]",REFUTED
Life expectancy in the UK is falling,"[""\u201cThe slowdown in life expectancy improvements in the UK has continued, as 2015 to 2017 saw the lowest improvements in life expectancy since the start of the series in 1980 to 1982. Some decreases in life expectancy at birth have been seen in Scotland, Wales and Northern Ireland whilst in England life expectancy has remained unchanged from 2014 to 2016. This slowing in improvements is reflected in the chances of surviving to age 90 years from birth, which has also seen virtually no improvement since 2012 to 2014.\u201d""]",REFUTED
America has more governors who’ve worn blackface than black governors,"[""Gov. Kay Ivey is contacting state legislators, and apologizing for her role in a racist student skit from her time as an Auburn student.\n\nIvey was president of her Alpha Gamma Delta pledge class at Auburn. Photos of her sorority sisters in blackface emerged earlier this year. None showed the governor.\n\nBut Thursday she apologized after audio emerged of a skit at a Baptist Student Union Party. The audio is a radio interview of Ivey and her then-fiance, Ben LaRavia. He describes Ivey as wearing blue coveralls and said she \u201chad put some black paint all over her face.\u201d""]",SUPPORTED
I-Pill contains arsenic.,"[""There is no mention of arsenic.""]",REFUTED
Crimea was taken away from President Obama.,"[""It is part of Ukraine Territory."", ""The U.S. exercised a certain influence among certain Kiev and Ukrainian politicians \u2013 how much and whom is disputed \u2013 but the U.S. never \u2018had\u2019 Crimea.\"" - Susanne Wengle, a political scientist at the University of Notre Dame.""]",REFUTED
Japan has refused to import even a needle from US as a mark of patriotism as Americans had nuked Hiroshima and Nagasaki in 1945.,"[""In 2018 US exports to Japan were USD 75,149.3 million.""]",REFUTED
President Donald Trump can force US firms out of China.,"[""The International Emergency Economic Powers Act of 1977 grants sweeping powers to the President to control economic transactions."", ""Congress may want to consider whether IEEPA\nappropriately balances the need for swift action in a time of crisis with Congress\u2019 duty to oversee executive action. Congress\nmay also want to consider IEEPA\u2019s role in implementing its influence in U.S. foreign policy and national security decision-making.""]",SUPPORTED
The 5G radiation is bad for humans.,"[""There has been research on exposure to radio frequencies over the years."", ""Higher frequency waves come from x-rays, uv rays and gamma rays, and are ionising and can damage DNA in humans."", ""Lower frequency waves, like the radio waves of mobiles are non-ionising radiation, and don't damage DNA."", ""There is no convincing evidence that exposure to the radio waves of 5G can have any adverse health effects.""]",REFUTED
President Trump wanted the USA to buy Greenland from Denmark.,"[""Although no official offers were made he had put the idea out there.""]",SUPPORTED
Trump has challenged Nevada’s new state election law - that requires mail-in ballots to be sent to all active voters amid the coronavirus pandemic - in court. Nevada’s Republican Secretary of State has asked the judge to dismiss the Trump lawsuit.,"[""Plaintiffs Donald J. Trump for President, Inc., the Republican National Committee and Nevada Republican Party filed a lawsuit on 8th August 2020."", ""In a court filing Monday, Cegavske\u2019s attorneys asked a judge to dismiss the lawsuit and contended that the lawsuit addresses a policy debate that should occur outside of a courtroom. The filing also said the Trump campaign and Republicans who filed the suit don\u2019t have legal standing to make their argument and don\u2019t explain how they\u2019d be harmed by changes in the law.""]",SUPPORTED
Andrew Jackson said “One man with courage makes a majority.”,"[""There is no evidence that he said that quote at all.""]",REFUTED
"Pennsylvania just opened up a $10 billion plant, during the presidency of Donald Trump, this would never normally have happened because they wouldn't have allowed them to frack.","[""Shell is building a chemical plant that coverts natural gas to plastic products."", ""The plant predates Donald Trump's presidency.""]",REFUTED
"""wealthy people in Canada donate to hospitals"" to get better health care treatment.","[""Giving preferential treatment in Canada on the basis of donations would be violating the federal Canada Health Act""]",REFUTED
Eminent Physics professor HC Verma donates Rs 1 crore to PM relief fund and for charity.,"[""Dear Friends, I came to know about atwitter post telling that I earn 1 crore of royalty and donate the whole money to PM relief fund. I wish I could do that.\nI wish to categorically deny the information.""]",REFUTED
Britons have spent £4bn stockpiling goods in case of no-deal Brexit.,"[""A survey carried out by finance provider Premium Credit shows that 17% of the country has started hoarding food, drink and medicine \u2013 with about 2.4 million people having spent more than \u00a3500 stockpiling.""]",SUPPORTED
Attorney General William Barr visited the prison where accused sex trafficker Jeffrey Epstein was being held.,"[""This story has been updated to remove references to a purported visit to the MCC by Attorney General William Barr because the source of the information did not have direct knowledge that the visit took place."", ""The only 'evidence' is a quote from the claim origin: Lewis Kasman.""]",REFUTED
"Donald Trump said that he 'did criminal justice reform, which President Obama could not get approved...'","[""President Obama signed a bill reducing the disparity in penalties for the use of crack and powder cocaine. \nThe enactment of the law sealed a hard-fought victory for civil rights activists who have argued for years that the differing punishments unfairly target African-Americans.""]",REFUTED
Democratic Republicans  Alexandria Ocasio-Cortez and Ilhan Omar have vowed to take benefits like Social Security and Medicare away from senior citizens.,"[""The claim may originate with a satirical article published on Daily World Update, a parody news website that describes itself as part of a network that publishes \u201cparody, satire, and tomfoolery.\u201d""]",REFUTED
Supreme Court Justice Ruth Bader Ginsburg has suffered a massive stroke.,"[""...a closer inspection of the account reveals that it is not actually from Fox News. It has the wrong Twitter handle \u2013 @FoxChannel rather than @FoxNews \u2013 and lacks a blue check mark, which notes that the account has been verified by Twitter.\n\nThe Caller confirmed with a Fox News spokesperson that the company did not tweet this out, and the account, which noted that it was satirical in its bio, has since been suspended by Twitter.""]",REFUTED
"White supremacy is a hoax and ""not a real problem in America.""","[""According to an unclassified intelligence bulletin from May 2017, from 2000 to 2016, white supremacists killed more people than any other domestic extremist movement. (This excludes the 9/11 terror attack)"", ""At a congressional panel hearing in April 2020, FBI Director Christopher Wray stated, \""The danger, I think, of white supremacists, violent extremism or any other kind of violent extremism, is significant.\"" \""We assess that it\u2019s a persistent, pervasive threat.\""""]",REFUTED
Plane crashes resumed after FFK’s tenure as Minister of Aviation.,"[""One helicopter crash but no plane crashes.""]",SUPPORTED
"Just like Omoyele Sowore, a Nigerian human rights activist, President Muhammadu Buhari called for a revolution in 2011.","[""In 2011, General Muhammadu Buhari, the candidate of the Congress for Progressive Change (CPC), called for a revolution in Nigeria. \n\nVia a statement by Yinka Odumakin, his spokesman at the time, Buhari asked Nigerians to make exceptional sacrifices to assert their collective will in the country.""]",SUPPORTED
Republicans voted to allow people with pre-existing mental illness to buy firearms.,"[""Trump Undid an Obama Rule That Added Mentally Ill People to Gun Check Register"", ""Under the rule, which the Obama administration made permanent on its way out the door, Social Security beneficiaries with psychiatric disabilities who are assigned a money manager for their disability benefits would be reported to the FBI\u2019s background check database as people ineligible to purchase firearms. \n\nHouse Republicans voted last week to eliminate the rule, and their counterparts in the Senate are expected to follow suit.""]",SUPPORTED
AG William Barr Tweets Odds Of Mass Shootings In Hometowns Of 2 Democrat Presidential Candidates Are 250 Billion To 1,"[""There is no evidence that William Barr tweeted this information. The tweet was fake.""]",REFUTED
"Police stopped a mass shooting in Des Moines, IA, in early August 2019","[""Domain records show that the City News website was registered in China last month for a period of one year \u2014 a telltale sign that the site is bogus.""]",REFUTED
President Buhari approves the creation of state police.,"[""Nigerian President Muhammadu Buhari 'clearly stated' on Monday that he had not given approval for a state or local government to establish their own police force.""]",REFUTED
"So far in 2019, the United States has had 249 mass shootings, while Mexico had three, New Zealand, the Netherlands, Brazil and Canada had one, and many other countries had none.","[""Different organisations will filter their data differently (excluding domestic crimes or gang violence for example) leading to variation in the definition of mass shooting.""]",NOT ENOUGH INFO
Leaves of sweet potatoes can kill cancer.,"[""They are not part of them according to research""]",REFUTED
"In an op-ed, then-sen. Joe Biden wrote that he believed that women working outside the home would, quote, ""create the deterioration of family."" He also said that women who were working outside the home were, quote, ""avoiding responsibility.""","[""Joe Biden spoke on responsibility in his op-ed wen he said, \""make it easier for people who have neither the financial necessity nor personal need to forsake their responsibility to care for their own children.\"""", ""Although Biden spoke about the deterioration of families, He didn't specifically say 'working women' would cause the deterioration of the family."", ""In July 28, 1981, Joe Biden praised his wife and said \""She is a career woman. She is very devoted to her career, and very concerned about it, and she has good reason to be, and I am proud of the fact that she has such a career,\""\n\nHowever he did add \""But it is outrageous to make my father, who makes less than $20,000 a year, to pay a tax to see to it that I can put my child in a day care center. I think that is preposterous.\""""]",REFUTED
